 ,X,GFP,FM4,i,Fac_0,Fac_1
6715,2.986,0.154,0.011,118,pina7,17
6716,3.152,0.148,0.008,118,pina7,17
6717,3.318,0.136,0.009,118,pina7,17
6718,3.484,0.124,0.012,118,pina7,17
6719,3.650,0.123,0.014,118,pina7,17
6720,3.816,0.124,0.015,118,pina7,17
6721,3.982,0.123,0.013,118,pina7,17
6722,4.147,0.124,0.010,118,pina7,17
6723,4.313,0.119,0.007,118,pina7,17
6724,4.479,0.114,0.006,118,pina7,17
6725,4.645,0.118,0.007,118,pina7,17
6726,4.811,0.126,0.009,118,pina7,17
6727,4.977,0.127,0.010,118,pina7,17
6728,5.143,0.122,0.010,118,pina7,17
6729,-3.180,0.011,0.018,119,pina7,17
6730,-3.013,0.011,0.018,119,pina7,17
6731,-2.846,0.010,0.017,119,pina7,17
6732,-2.678,0.011,0.018,119,pina7,17
6733,-2.511,0.014,0.019,119,pina7,17
6734,-2.343,0.020,0.022,119,pina7,17
6735,-2.176,0.023,0.026,119,pina7,17
6736,-2.009,0.024,0.029,119,pina7,17
6737,-1.841,0.023,0.031,119,pina7,17
6738,-1.674,0.025,0.031,119,pina7,17
6739,-1.507,0.029,0.034,119,pina7,17
6740,-1.339,0.034,0.038,119,pina7,17
6741,-1.172,0.042,0.042,119,pina7,17
6742,-1.004,0.053,0.055,119,pina7,17
6743,-0.837,0.072,0.089,119,pina7,17
6744,-0.670,0.122,0.169,119,pina7,17
6745,-0.502,0.240,0.330,119,pina7,17
6746,-0.335,0.462,0.592,119,pina7,17
6747,-0.167,0.759,0.883,119,pina7,17
6748,0.000,0.990,1.000,119,pina7,17
6749,0.167,1.010,0.840,119,pina7,17
6750,0.335,0.852,0.562,119,pina7,17
6751,0.502,0.677,0.360,119,pina7,17
6752,0.670,0.572,0.257,119,pina7,17
6753,0.837,0.500,0.195,119,pina7,17
6754,1.004,0.424,0.156,119,pina7,17
6755,1.172,0.336,0.137,119,pina7,17
6756,1.339,0.267,0.127,119,pina7,17
6757,1.507,0.243,0.120,119,pina7,17
6758,1.674,0.256,0.114,119,pina7,17
6759,1.841,0.297,0.111,119,pina7,17
6760,2.009,0.354,0.111,119,pina7,17
6761,2.176,0.382,0.101,119,pina7,17
6762,2.343,0.344,0.083,119,pina7,17
6763,2.511,0.268,0.066,119,pina7,17
6764,2.678,0.213,0.048,119,pina7,17
6765,2.846,0.183,0.031,119,pina7,17
6766,3.013,0.157,0.023,119,pina7,17
6767,3.180,0.132,0.022,119,pina7,17
6768,3.348,0.122,0.019,119,pina7,17
6769,3.515,0.124,0.016,119,pina7,17
6770,3.683,0.118,0.015,119,pina7,17
6771,3.850,0.102,0.012,119,pina7,17
6772,4.017,0.090,0.010,119,pina7,17
6773,4.185,0.088,0.009,119,pina7,17
6774,4.352,0.092,0.010,119,pina7,17
6775,4.520,0.093,0.010,119,pina7,17
6776,4.687,0.094,0.008,119,pina7,17
6777,4.854,0.101,0.008,119,pina7,17
6778,5.022,0.107,0.009,119,pina7,17
6779,5.189,0.104,0.008,119,pina7,17
6780,5.357,0.094,0.007,119,pina7,17
6781,5.524,0.086,0.006,119,pina7,17
6782,5.691,0.085,0.008,119,pina7,17
6783,5.859,0.087,0.010,119,pina7,17
6784,6.026,0.087,0.009,119,pina7,17
6785,-3.317,0.009,0.022,120,pina7,17
6786,-3.151,0.009,0.020,120,pina7,17
6787,-2.985,0.009,0.019,120,pina7,17
6788,-2.820,0.010,0.020,120,pina7,17
6789,-2.654,0.010,0.023,120,pina7,17
6790,-2.488,0.010,0.031,120,pina7,17
6791,-2.322,0.011,0.033,120,pina7,17
6792,-2.156,0.014,0.027,120,pina7,17
6793,-1.990,0.017,0.024,120,pina7,17
6794,-1.824,0.019,0.027,120,pina7,17
6795,-1.659,0.023,0.031,120,pina7,17
6796,-1.493,0.030,0.042,120,pina7,17
6797,-1.327,0.041,0.077,120,pina7,17
6798,-1.161,0.050,0.135,120,pina7,17
6799,-0.995,0.064,0.174,120,pina7,17
6800,-0.829,0.104,0.204,120,pina7,17
6801,-0.663,0.211,0.308,120,pina7,17
6802,-0.498,0.433,0.515,120,pina7,17
6803,-0.332,0.744,0.765,120,pina7,17
6804,-0.166,0.993,0.965,120,pina7,17
6805,0.000,1.007,1.000,120,pina7,17
6806,0.166,0.806,0.860,120,pina7,17
6807,0.332,0.567,0.671,120,pina7,17
6808,0.498,0.400,0.554,120,pina7,17
6809,0.663,0.312,0.494,120,pina7,17
6810,0.829,0.272,0.455,120,pina7,17
6811,0.995,0.256,0.435,120,pina7,17
6812,1.161,0.249,0.435,120,pina7,17
6813,1.327,0.238,0.445,120,pina7,17
6814,1.493,0.217,0.447,120,pina7,17
6815,1.659,0.204,0.427,120,pina7,17
6816,1.824,0.210,0.355,120,pina7,17
6817,1.990,0.223,0.278,120,pina7,17
6818,2.156,0.229,0.245,120,pina7,17
6819,2.322,0.230,0.242,120,pina7,17
6820,2.488,0.229,0.232,120,pina7,17
6821,2.654,0.218,0.213,120,pina7,17
6822,2.820,0.204,0.206,120,pina7,17
6823,2.985,0.196,0.215,120,pina7,17
6824,3.151,0.203,0.219,120,pina7,17
6825,3.317,0.218,0.206,120,pina7,17
6826,3.483,0.236,0.180,120,pina7,17
6827,3.649,0.270,0.169,120,pina7,17
6828,3.815,0.299,0.185,120,pina7,17
6829,3.981,0.290,0.207,120,pina7,17
6830,4.147,0.259,0.197,120,pina7,17
6831,4.312,0.234,0.170,120,pina7,17
6832,4.478,0.215,0.160,120,pina7,17
6833,4.644,0.205,0.154,120,pina7,17
6834,4.810,0.208,0.152,120,pina7,17
6835,4.976,0.217,0.175,120,pina7,17
6836,5.142,0.213,0.203,120,pina7,17
6837,5.308,0.196,0.195,120,pina7,17
6838,5.473,0.185,0.176,120,pina7,17
6839,5.639,0.183,0.184,120,pina7,17
6840,5.805,0.170,0.209,120,pina7,17
6841,5.971,0.148,0.191,120,pina7,17
6842,6.137,0.132,0.125,120,pina7,17
6843,6.303,0.121,0.068,120,pina7,17
6844,6.469,0.111,0.052,120,pina7,17
6845,6.634,0.106,0.058,120,pina7,17
6846,6.800,0.105,0.063,120,pina7,17
6847,6.966,0.103,0.059,120,pina7,17
6848,7.132,0.098,0.051,120,pina7,17
6849,-3.173,0.015,0.017,121,pina7,17
6850,-3.006,0.018,0.021,121,pina7,17
6851,-2.839,0.017,0.023,121,pina7,17
6852,-2.672,0.018,0.025,121,pina7,17
6853,-2.505,0.024,0.026,121,pina7,17
6854,-2.338,0.032,0.033,121,pina7,17
6855,-2.171,0.036,0.047,121,pina7,17
6856,-2.004,0.038,0.057,121,pina7,17
6857,-1.837,0.039,0.060,121,pina7,17
6858,-1.670,0.041,0.060,121,pina7,17
6859,-1.503,0.048,0.063,121,pina7,17
6860,-1.336,0.059,0.075,121,pina7,17
6861,-1.169,0.067,0.104,121,pina7,17
6862,-1.002,0.076,0.145,121,pina7,17
6863,-0.835,0.102,0.201,121,pina7,17
6864,-0.668,0.145,0.285,121,pina7,17
6865,-0.501,0.204,0.418,121,pina7,17
6866,-0.334,0.296,0.608,121,pina7,17
6867,-0.167,0.446,0.830,121,pina7,17
6868,0.000,0.667,1.000,121,pina7,17
6869,0.167,0.886,0.998,121,pina7,17
6870,0.334,1.014,0.855,121,pina7,17
6871,0.501,1.030,0.704,121,pina7,17
6872,0.668,0.956,0.604,121,pina7,17
6873,0.835,0.820,0.515,121,pina7,17
6874,1.002,0.709,0.414,121,pina7,17
6875,1.169,0.680,0.316,121,pina7,17
6876,1.336,0.663,0.249,121,pina7,17
6877,1.503,0.594,0.209,121,pina7,17
6878,1.670,0.474,0.185,121,pina7,17
6879,1.837,0.358,0.163,121,pina7,17
6880,2.004,0.306,0.135,121,pina7,17
6881,2.171,0.300,0.106,121,pina7,17
6882,2.338,0.296,0.083,121,pina7,17
6883,2.505,0.278,0.068,121,pina7,17
6884,2.672,0.265,0.057,121,pina7,17
6885,2.839,0.260,0.046,121,pina7,17
6886,3.006,0.262,0.037,121,pina7,17
6887,3.173,0.274,0.028,121,pina7,17
6888,3.340,0.284,0.021,121,pina7,17
6889,3.507,0.280,0.021,121,pina7,17
6890,3.674,0.277,0.023,121,pina7,17
6891,3.841,0.279,0.023,121,pina7,17
6892,4.008,0.271,0.024,121,pina7,17
6893,4.175,0.251,0.026,121,pina7,17
6894,4.342,0.236,0.024,121,pina7,17
6895,4.509,0.240,0.019,121,pina7,17
6896,4.676,0.251,0.014,121,pina7,17
6897,4.843,0.259,0.013,121,pina7,17
6898,5.010,0.268,0.012,121,pina7,17
6899,5.177,0.269,0.009,121,pina7,17
6900,5.344,0.254,0.009,121,pina7,17
6901,-3.798,0.012,0.018,122,pina7,17
6902,-3.633,0.012,0.016,122,pina7,17
6903,-3.468,0.012,0.015,122,pina7,17
6904,-3.303,0.014,0.016,122,pina7,17
6905,-3.138,0.013,0.020,122,pina7,17
6906,-2.973,0.012,0.023,122,pina7,17
6907,-2.807,0.012,0.026,122,pina7,17
6908,-2.642,0.016,0.034,122,pina7,17
6909,-2.477,0.019,0.041,122,pina7,17
6910,-2.312,0.019,0.043,122,pina7,17
6911,-2.147,0.019,0.043,122,pina7,17
6912,-1.982,0.022,0.047,122,pina7,17
6913,-1.817,0.024,0.053,122,pina7,17
6914,-1.651,0.026,0.059,122,pina7,17
6915,-1.486,0.031,0.060,122,pina7,17
6916,-1.321,0.040,0.056,122,pina7,17
6917,-1.156,0.053,0.061,122,pina7,17
6918,-0.991,0.078,0.087,122,pina7,17
6919,-0.826,0.136,0.156,122,pina7,17
6920,-0.661,0.259,0.290,122,pina7,17
6921,-0.495,0.468,0.504,122,pina7,17
6922,-0.330,0.739,0.768,122,pina7,17
6923,-0.165,0.974,0.981,122,pina7,17
6924,0.000,1.026,1.000,122,pina7,17
6925,0.165,0.867,0.774,122,pina7,17
6926,0.330,0.641,0.481,122,pina7,17
6927,0.495,0.471,0.295,122,pina7,17
6928,0.661,0.362,0.208,122,pina7,17
6929,0.826,0.292,0.155,122,pina7,17
6930,0.991,0.247,0.110,122,pina7,17
6931,1.156,0.211,0.077,122,pina7,17
6932,1.321,0.176,0.057,122,pina7,17
6933,1.486,0.150,0.045,122,pina7,17
6934,1.651,0.135,0.038,122,pina7,17
6935,1.817,0.131,0.035,122,pina7,17
6936,1.982,0.130,0.032,122,pina7,17
6937,2.147,0.129,0.025,122,pina7,17
6938,2.312,0.126,0.018,122,pina7,17
6939,2.477,0.117,0.016,122,pina7,17
6940,2.642,0.107,0.020,122,pina7,17
6941,2.807,0.107,0.024,122,pina7,17
6942,2.973,0.117,0.026,122,pina7,17
6943,3.138,0.127,0.028,122,pina7,17
6944,3.303,0.129,0.026,122,pina7,17
6945,3.468,0.125,0.025,122,pina7,17
6946,3.633,0.121,0.025,122,pina7,17
6947,3.798,0.116,0.025,122,pina7,17
6948,3.963,0.112,0.021,122,pina7,17
6949,4.129,0.111,0.021,122,pina7,17
6950,4.294,0.110,0.023,122,pina7,17
6951,4.459,0.107,0.023,122,pina7,17
6952,4.624,0.104,0.023,122,pina7,17
6953,4.789,0.104,0.022,122,pina7,17
6954,4.954,0.113,0.019,122,pina7,17
6955,5.119,0.128,0.018,122,pina7,17
6956,-4.168,0.007,0.009,123,pina7,17
6957,-4.001,0.008,0.012,123,pina7,17
6958,-3.835,0.008,0.013,123,pina7,17
6959,-3.668,0.008,0.011,123,pina7,17
6960,-3.501,0.007,0.009,123,pina7,17
6961,-3.334,0.008,0.009,123,pina7,17
6962,-3.168,0.011,0.008,123,pina7,17
6963,-3.001,0.014,0.009,123,pina7,17
6964,-2.834,0.017,0.011,123,pina7,17
6965,-2.668,0.017,0.013,123,pina7,17
6966,-2.501,0.019,0.015,123,pina7,17
6967,-2.334,0.022,0.016,123,pina7,17
6968,-2.167,0.028,0.018,123,pina7,17
6969,-2.001,0.034,0.022,123,pina7,17
6970,-1.834,0.039,0.028,123,pina7,17
6971,-1.667,0.043,0.037,123,pina7,17
6972,-1.501,0.046,0.047,123,pina7,17
6973,-1.334,0.052,0.055,123,pina7,17
6974,-1.167,0.062,0.059,123,pina7,17
6975,-1.000,0.081,0.072,123,pina7,17
6976,-0.834,0.130,0.109,123,pina7,17
6977,-0.667,0.228,0.190,123,pina7,17
6978,-0.500,0.384,0.341,123,pina7,17
6979,-0.333,0.599,0.586,123,pina7,17
6980,-0.167,0.842,0.869,123,pina7,17
6981,0.000,1.005,1.000,123,pina7,17
6982,0.167,0.995,0.887,123,pina7,17
6983,0.333,0.873,0.666,123,pina7,17
6984,0.500,0.731,0.485,123,pina7,17
6985,0.667,0.580,0.354,123,pina7,17
6986,0.834,0.431,0.252,123,pina7,17
6987,1.000,0.329,0.176,123,pina7,17
6988,1.167,0.275,0.116,123,pina7,17
6989,1.334,0.248,0.074,123,pina7,17
6990,1.501,0.231,0.052,123,pina7,17
6991,1.667,0.215,0.040,123,pina7,17
6992,1.834,0.201,0.030,123,pina7,17
6993,2.001,0.185,0.023,123,pina7,17
6994,2.167,0.177,0.019,123,pina7,17
6995,2.334,0.179,0.016,123,pina7,17
6996,2.501,0.182,0.012,123,pina7,17
6997,2.668,0.176,0.010,123,pina7,17
6998,2.834,0.160,0.011,123,pina7,17
6999,3.001,0.147,0.010,123,pina7,17
7000,3.168,0.143,0.010,123,pina7,17
7001,3.334,0.150,0.011,123,pina7,17
7002,3.501,0.156,0.011,123,pina7,17
7003,3.668,0.158,0.013,123,pina7,17
7004,3.835,0.155,0.014,123,pina7,17
7005,4.001,0.149,0.012,123,pina7,17
7006,4.168,0.147,0.009,123,pina7,17
7007,4.335,0.152,0.008,123,pina7,17
7008,4.502,0.161,0.008,123,pina7,17
7009,4.668,0.166,0.009,123,pina7,17
7010,4.835,0.164,0.010,123,pina7,17
7011,5.002,0.166,0.009,123,pina7,17
7012,5.168,0.168,0.006,123,pina7,17
7013,5.335,0.158,0.005,123,pina7,17
7014,5.502,0.147,0.004,123,pina7,17
7015,5.669,0.150,0.005,123,pina7,17
7016,5.835,0.157,0.005,123,pina7,17
7017,6.002,0.154,0.005,123,pina7,17
7018,6.169,0.151,0.004,123,pina7,17
7019,6.336,0.152,0.003,123,pina7,17
7020,-4.340,0.005,0.011,124,pina7,17
7021,-4.173,0.007,0.011,124,pina7,17
7022,-4.006,0.008,0.012,124,pina7,17
7023,-3.839,0.008,0.014,124,pina7,17
7024,-3.672,0.006,0.019,124,pina7,17
7025,-3.506,0.005,0.022,124,pina7,17
7026,-3.339,0.007,0.025,124,pina7,17
7027,-3.172,0.011,0.030,124,pina7,17
7028,-3.005,0.014,0.033,124,pina7,17
7029,-2.838,0.015,0.032,124,pina7,17
7030,-2.671,0.016,0.031,124,pina7,17
7031,-2.504,0.019,0.028,124,pina7,17
7032,-2.337,0.021,0.022,124,pina7,17
7033,-2.170,0.022,0.018,124,pina7,17
7034,-2.003,0.023,0.021,124,pina7,17
7035,-1.836,0.026,0.026,124,pina7,17
7036,-1.669,0.035,0.031,124,pina7,17
7037,-1.502,0.044,0.037,124,pina7,17
7038,-1.335,0.048,0.041,124,pina7,17
7039,-1.169,0.059,0.054,124,pina7,17
7040,-1.002,0.083,0.085,124,pina7,17
7041,-0.835,0.126,0.140,124,pina7,17
7042,-0.668,0.215,0.225,124,pina7,17
7043,-0.501,0.376,0.370,124,pina7,17
7044,-0.334,0.613,0.595,124,pina7,17
7045,-0.167,0.871,0.854,124,pina7,17
7046,0.000,1.029,1.000,124,pina7,17
7047,0.167,0.971,0.900,124,pina7,17
7048,0.334,0.771,0.629,124,pina7,17
7049,0.501,0.605,0.403,124,pina7,17
7050,0.668,0.494,0.278,124,pina7,17
7051,0.835,0.383,0.195,124,pina7,17
7052,1.002,0.287,0.134,124,pina7,17
7053,1.169,0.228,0.092,124,pina7,17
7054,1.335,0.196,0.065,124,pina7,17
7055,1.502,0.170,0.046,124,pina7,17
7056,1.669,0.152,0.036,124,pina7,17
7057,1.836,0.148,0.033,124,pina7,17
7058,2.003,0.143,0.030,124,pina7,17
7059,2.170,0.134,0.026,124,pina7,17
7060,2.337,0.123,0.022,124,pina7,17
7061,2.504,0.123,0.017,124,pina7,17
7062,2.671,0.132,0.013,124,pina7,17
7063,2.838,0.141,0.013,124,pina7,17
7064,3.005,0.137,0.016,124,pina7,17
7065,3.172,0.126,0.019,124,pina7,17
7066,3.339,0.117,0.018,124,pina7,17
7067,3.506,0.115,0.017,124,pina7,17
7068,3.672,0.119,0.017,124,pina7,17
7069,3.839,0.126,0.019,124,pina7,17
7070,4.006,0.138,0.019,124,pina7,17
7071,4.173,0.144,0.019,124,pina7,17
7072,4.340,0.138,0.017,124,pina7,17
7073,4.507,0.133,0.013,124,pina7,17
7074,4.674,0.132,0.010,124,pina7,17
7075,4.841,0.125,0.009,124,pina7,17
7076,5.008,0.124,0.009,124,pina7,17
7077,5.175,0.129,0.009,124,pina7,17
7078,5.342,0.131,0.009,124,pina7,17
7079,5.509,0.133,0.009,124,pina7,17
7080,5.676,0.132,0.009,124,pina7,17
7081,5.843,0.129,0.008,124,pina7,17
7082,6.010,0.129,0.008,124,pina7,17
7083,6.176,0.129,0.008,124,pina7,17
7084,6.343,0.122,0.009,124,pina7,17
7085,-3.668,0.012,0.014,125,pina7,17
7086,-3.501,0.012,0.012,125,pina7,17
7087,-3.334,0.010,0.014,125,pina7,17
7088,-3.168,0.011,0.017,125,pina7,17
7089,-3.001,0.016,0.016,125,pina7,17
7090,-2.834,0.020,0.016,125,pina7,17
7091,-2.668,0.020,0.019,125,pina7,17
7092,-2.501,0.021,0.023,125,pina7,17
7093,-2.334,0.021,0.025,125,pina7,17
7094,-2.167,0.022,0.026,125,pina7,17
7095,-2.001,0.025,0.027,125,pina7,17
7096,-1.834,0.032,0.031,125,pina7,17
7097,-1.667,0.036,0.035,125,pina7,17
7098,-1.501,0.042,0.042,125,pina7,17
7099,-1.334,0.054,0.050,125,pina7,17
7100,-1.167,0.069,0.060,125,pina7,17
7101,-1.000,0.093,0.084,125,pina7,17
7102,-0.834,0.148,0.143,125,pina7,17
7103,-0.667,0.256,0.255,125,pina7,17
7104,-0.500,0.424,0.426,125,pina7,17
7105,-0.333,0.641,0.651,125,pina7,17
7106,-0.167,0.863,0.878,125,pina7,17
7107,0.000,1.007,1.000,125,pina7,17
7108,0.167,0.993,0.945,125,pina7,17
7109,0.333,0.869,0.745,125,pina7,17
7110,0.500,0.725,0.543,125,pina7,17
7111,0.667,0.580,0.397,125,pina7,17
7112,0.834,0.434,0.275,125,pina7,17
7113,1.000,0.309,0.182,125,pina7,17
7114,1.167,0.231,0.121,125,pina7,17
7115,1.334,0.200,0.086,125,pina7,17
7116,1.501,0.193,0.065,125,pina7,17
7117,1.667,0.185,0.053,125,pina7,17
7118,1.834,0.171,0.044,125,pina7,17
7119,2.001,0.165,0.035,125,pina7,17
7120,2.167,0.167,0.026,125,pina7,17
7121,2.334,0.166,0.022,125,pina7,17
7122,2.501,0.161,0.023,125,pina7,17
7123,2.668,0.151,0.020,125,pina7,17
7124,2.834,0.142,0.014,125,pina7,17
7125,3.001,0.144,0.011,125,pina7,17
7126,3.168,0.153,0.010,125,pina7,17
7127,3.334,0.154,0.009,125,pina7,17
7128,3.501,0.151,0.008,125,pina7,17
7129,3.668,0.149,0.009,125,pina7,17
7130,3.835,0.150,0.011,125,pina7,17
7131,4.001,0.154,0.013,125,pina7,17
7132,4.168,0.159,0.014,125,pina7,17
7133,4.335,0.160,0.013,125,pina7,17
7134,4.502,0.160,0.010,125,pina7,17
7135,4.668,0.156,0.010,125,pina7,17
7136,4.835,0.152,0.012,125,pina7,17
7137,5.002,0.149,0.011,125,pina7,17
7138,5.168,0.144,0.010,125,pina7,17
7139,5.335,0.139,0.010,125,pina7,17
7140,5.502,0.133,0.010,125,pina7,17
7141,5.669,0.127,0.010,125,pina7,17
7142,5.835,0.125,0.009,125,pina7,17
7143,6.002,0.126,0.009,125,pina7,17
7144,6.169,0.126,0.007,125,pina7,17
7145,6.336,0.126,0.005,125,pina7,17
7146,-3.164,0.013,0.013,126,pina7,17
7147,-2.997,0.014,0.013,126,pina7,17
7148,-2.831,0.015,0.014,126,pina7,17
7149,-2.664,0.017,0.017,126,pina7,17
7150,-2.498,0.020,0.020,126,pina7,17
7151,-2.331,0.026,0.020,126,pina7,17
7152,-2.165,0.032,0.020,126,pina7,17
7153,-1.998,0.038,0.022,126,pina7,17
7154,-1.832,0.039,0.024,126,pina7,17
7155,-1.665,0.042,0.026,126,pina7,17
7156,-1.499,0.050,0.034,126,pina7,17
7157,-1.332,0.058,0.043,126,pina7,17
7158,-1.166,0.061,0.052,126,pina7,17
7159,-0.999,0.067,0.065,126,pina7,17
7160,-0.833,0.087,0.083,126,pina7,17
7161,-0.666,0.140,0.131,126,pina7,17
7162,-0.500,0.253,0.253,126,pina7,17
7163,-0.333,0.462,0.475,126,pina7,17
7164,-0.167,0.745,0.769,126,pina7,17
7165,0.000,0.980,1.000,126,pina7,17
7166,0.167,1.048,0.997,126,pina7,17
7167,0.333,0.972,0.782,126,pina7,17
7168,0.500,0.857,0.551,126,pina7,17
7169,0.666,0.754,0.400,126,pina7,17
7170,0.833,0.622,0.291,126,pina7,17
7171,0.999,0.484,0.203,126,pina7,17
7172,1.166,0.377,0.137,126,pina7,17
7173,1.332,0.317,0.093,126,pina7,17
7174,1.499,0.288,0.065,126,pina7,17
7175,1.665,0.264,0.047,126,pina7,17
7176,1.832,0.238,0.034,126,pina7,17
7177,1.998,0.220,0.027,126,pina7,17
7178,2.165,0.217,0.020,126,pina7,17
7179,2.331,0.217,0.015,126,pina7,17
7180,2.498,0.210,0.014,126,pina7,17
7181,2.664,0.210,0.015,126,pina7,17
7182,2.831,0.221,0.014,126,pina7,17
7183,2.997,0.226,0.014,126,pina7,17
7184,3.164,0.223,0.015,126,pina7,17
7185,3.330,0.220,0.017,126,pina7,17
7186,3.497,0.217,0.018,126,pina7,17
7187,3.663,0.211,0.016,126,pina7,17
7188,3.830,0.208,0.012,126,pina7,17
7189,3.996,0.209,0.009,126,pina7,17
7190,4.163,0.211,0.010,126,pina7,17
7191,4.329,0.212,0.012,126,pina7,17
7192,4.496,0.209,0.014,126,pina7,17
7193,4.662,0.203,0.013,126,pina7,17
7194,4.829,0.193,0.011,126,pina7,17
7195,4.995,0.189,0.010,126,pina7,17
7196,5.162,0.190,0.009,126,pina7,17
7197,5.328,0.189,0.007,126,pina7,17
7198,5.495,0.184,0.007,126,pina7,17
7199,5.661,0.180,0.008,126,pina7,17
7200,5.828,0.188,0.007,126,pina7,17
7201,5.994,0.196,0.007,126,pina7,17
7202,-4.680,0.016,0.007,127,pina7,17
7203,-4.513,0.015,0.005,127,pina7,17
7204,-4.346,0.014,0.005,127,pina7,17
7205,-4.179,0.015,0.006,127,pina7,17
7206,-4.012,0.015,0.008,127,pina7,17
7207,-3.845,0.015,0.012,127,pina7,17
7208,-3.677,0.018,0.015,127,pina7,17
7209,-3.510,0.021,0.015,127,pina7,17
7210,-3.343,0.023,0.013,127,pina7,17
7211,-3.176,0.021,0.011,127,pina7,17
7212,-3.009,0.018,0.011,127,pina7,17
7213,-2.842,0.018,0.013,127,pina7,17
7214,-2.674,0.021,0.017,127,pina7,17
7215,-2.507,0.025,0.022,127,pina7,17
7216,-2.340,0.031,0.031,127,pina7,17
7217,-2.173,0.039,0.043,127,pina7,17
7218,-2.006,0.043,0.048,127,pina7,17
7219,-1.839,0.039,0.044,127,pina7,17
7220,-1.672,0.038,0.038,127,pina7,17
7221,-1.504,0.046,0.038,127,pina7,17
7222,-1.337,0.057,0.046,127,pina7,17
7223,-1.170,0.072,0.063,127,pina7,17
7224,-1.003,0.094,0.083,127,pina7,17
7225,-0.836,0.140,0.114,127,pina7,17
7226,-0.669,0.240,0.193,127,pina7,17
7227,-0.501,0.430,0.363,127,pina7,17
7228,-0.334,0.712,0.635,127,pina7,17
7229,-0.167,0.969,0.921,127,pina7,17
7230,0.000,1.031,1.000,127,pina7,17
7231,0.167,0.888,0.795,127,pina7,17
7232,0.334,0.729,0.532,127,pina7,17
7233,0.501,0.626,0.376,127,pina7,17
7234,0.669,0.524,0.277,127,pina7,17
7235,0.836,0.433,0.192,127,pina7,17
7236,1.003,0.372,0.128,127,pina7,17
7237,1.170,0.331,0.086,127,pina7,17
7238,1.337,0.296,0.060,127,pina7,17
7239,1.504,0.271,0.046,127,pina7,17
7240,1.672,0.262,0.038,127,pina7,17
7241,1.839,0.256,0.034,127,pina7,17
7242,2.006,0.255,0.028,127,pina7,17
7243,2.173,0.259,0.022,127,pina7,17
7244,2.340,0.259,0.018,127,pina7,17
7245,2.507,0.253,0.016,127,pina7,17
7246,2.674,0.256,0.014,127,pina7,17
7247,2.842,0.260,0.011,127,pina7,17
7248,3.009,0.260,0.010,127,pina7,17
7249,3.176,0.272,0.009,127,pina7,17
7250,3.343,0.279,0.009,127,pina7,17
7251,3.510,0.270,0.009,127,pina7,17
7252,3.677,0.263,0.008,127,pina7,17
7253,3.845,0.267,0.007,127,pina7,17
7254,4.012,0.275,0.008,127,pina7,17
7255,4.179,0.277,0.008,127,pina7,17
7256,4.346,0.272,0.009,127,pina7,17
7257,4.513,0.261,0.011,127,pina7,17
7258,4.680,0.255,0.011,127,pina7,17
7259,4.847,0.252,0.008,127,pina7,17
7260,5.015,0.248,0.006,127,pina7,17
7261,5.182,0.249,0.006,127,pina7,17
7262,5.349,0.249,0.008,127,pina7,17
7263,5.516,0.240,0.009,127,pina7,17
7264,5.683,0.236,0.008,127,pina7,17
7265,5.850,0.240,0.006,127,pina7,17
7266,6.018,0.242,0.005,127,pina7,17
7267,6.185,0.245,0.006,127,pina7,17
7268,6.352,0.253,0.005,127,pina7,17
7269,6.519,0.260,0.004,127,pina7,17
7270,6.686,0.262,0.005,127,pina7,17
7271,6.853,0.257,0.006,127,pina7,17
7272,7.021,0.249,0.006,127,pina7,17
7273,-3.332,0.013,0.008,128,pina7,17
7274,-3.166,0.013,0.008,128,pina7,17
7275,-2.999,0.012,0.008,128,pina7,17
7276,-2.832,0.013,0.010,128,pina7,17
7277,-2.666,0.015,0.014,128,pina7,17
7278,-2.499,0.019,0.017,128,pina7,17
7279,-2.333,0.023,0.021,128,pina7,17
7280,-2.166,0.022,0.032,128,pina7,17
7281,-1.999,0.023,0.041,128,pina7,17
7282,-1.833,0.030,0.038,128,pina7,17
7283,-1.666,0.042,0.032,128,pina7,17
7284,-1.499,0.050,0.032,128,pina7,17
7285,-1.333,0.056,0.037,128,pina7,17
7286,-1.166,0.065,0.043,128,pina7,17
7287,-1.000,0.082,0.051,128,pina7,17
7288,-0.833,0.113,0.069,128,pina7,17
7289,-0.666,0.178,0.118,128,pina7,17
7290,-0.500,0.329,0.225,128,pina7,17
7291,-0.333,0.618,0.443,128,pina7,17
7292,-0.167,0.952,0.778,128,pina7,17
7293,0.000,1.048,1.000,128,pina7,17
7294,0.167,0.830,0.840,128,pina7,17
7295,0.333,0.559,0.486,128,pina7,17
7296,0.500,0.383,0.254,128,pina7,17
7297,0.666,0.288,0.151,128,pina7,17
7298,0.833,0.236,0.099,128,pina7,17
7299,1.000,0.204,0.073,128,pina7,17
7300,1.166,0.183,0.058,128,pina7,17
7301,1.333,0.178,0.047,128,pina7,17
7302,1.499,0.199,0.042,128,pina7,17
7303,1.666,0.233,0.043,128,pina7,17
7304,1.833,0.253,0.041,128,pina7,17
7305,1.999,0.262,0.033,128,pina7,17
7306,2.166,0.271,0.026,128,pina7,17
7307,2.333,0.281,0.023,128,pina7,17
7308,2.499,0.295,0.023,128,pina7,17
7309,2.666,0.289,0.023,128,pina7,17
7310,2.832,0.258,0.021,128,pina7,17
7311,2.999,0.221,0.019,128,pina7,17
